180,10,0,1689884895.133455,1689884895.14188,0.008424997329711914
180,10,1,1689884895.235528,1689884895.240324,0.004796028137207031
180,10,2,1689884895.334552,1689884895.339137,0.0045850276947021484
180,10,3,1689884895.434253,1689884895.439536,0.0052831172943115234
180,10,4,1689884895.534215,1689884895.539354,0.00513911247253418
180,10,5,1689884895.635558,1689884895.637842,0.0022840499877929688
180,10,6,1689884895.735856,1689884895.73871,0.002853870391845703
180,10,7,1689884895.835292,1689884895.837842,0.002549886703491211
180,10,8,1689884895.935533,1689884895.937947,0.0024139881134033203
180,10,9,1689884896.035471,1689884896.038664,0.0031931400299072266
180,10,10,1689884896.134226,1689884896.139865,0.005638837814331055
180,10,11,1689884896.234329,1689884896.239279,0.004950046539306641
180,10,12,1689884896.33464,1689884896.339553,0.0049130916595458984
180,10,13,1689884896.435374,1689884896.438399,0.003025054931640625
180,10,14,1689884896.534153,1689884896.539262,0.005109071731567383
180,10,15,1689884896.635882,1689884896.638294,0.002412080764770508
180,10,16,1689884896.736042,1689884896.738409,0.0023670196533203125
180,10,17,1689884896.834119,1689884896.840344,0.006224870681762695
180,10,18,1689884896.93421,1689884896.939269,0.005059003829956055
180,10,19,1689884897.034236,1689884897.039159,0.004923105239868164
180,10,20,1689884897.134204,1689884897.139154,0.004950046539306641
180,10,21,1689884897.23473,1689884897.239671,0.004940986633300781
180,10,22,1689884897.334124,1689884897.339091,0.0049669742584228516
180,10,23,1689884897.434179,1689884897.439154,0.004974842071533203
180,10,24,1689884897.534189,1689884897.539989,0.005800008773803711
180,10,25,1689884897.634145,1689884897.63894,0.004795074462890625
180,10,26,1689884897.734125,1689884897.739297,0.005172014236450195
180,10,27,1689884897.834176,1689884897.838973,0.0047969818115234375
180,10,28,1689884897.935509,1689884897.937966,0.002457141876220703
180,10,29,1689884898.035874,1689884898.03831,0.0024361610412597656
180,10,30,1689884898.135493,1689884898.137849,0.0023560523986816406
180,10,31,1689884898.235449,1689884898.23782,0.0023708343505859375
180,10,32,1689884898.335514,1689884898.337884,0.0023698806762695312
180,10,33,1689884898.435481,1689884898.437761,0.002279996871948242
180,10,34,1689884898.535513,1689884898.537912,0.002398967742919922
180,10,35,1689884898.635422,1689884898.637805,0.002382993698120117
180,10,36,1689884898.735485,1689884898.737865,0.002379894256591797
180,10,37,1689884898.835371,1689884898.837751,0.002379894256591797
180,10,38,1689884898.935442,1689884898.937845,0.0024030208587646484
180,10,39,1689884899.035993,1689884899.042207,0.0062139034271240234
180,10,40,1689884899.134259,1689884899.139382,0.0051229000091552734
180,10,41,1689884899.234273,1689884899.240438,0.006165027618408203
180,10,42,1689884899.334117,1689884899.339032,0.004914999008178711
180,10,43,1689884899.434208,1689884899.439115,0.004907131195068359
180,10,44,1689884899.534196,1689884899.539193,0.0049970149993896484
180,10,45,1689884899.635398,1689884899.637813,0.002415180206298828
180,10,46,1689884899.734154,1689884899.739593,0.005439043045043945
180,10,47,1689884899.83532,1689884899.837738,0.002418041229248047
180,10,48,1689884899.935362,1689884899.938539,0.0031769275665283203
180,10,49,1689884900.035359,1689884900.037836,0.0024771690368652344
