120,10,1691628689.5417335
120,10,1691628689.6485105
120,10,1691628689.7547998
120,10,1691628689.8602831
120,10,1691628689.9660814
120,10,1691628690.0722315
120,10,1691628690.175943
120,10,1691628690.2772563
120,10,1691628690.3801923
120,10,1691628690.4823496
120,10,1691628690.5898085
120,10,1691628690.709516
120,10,1691628690.813152
120,10,1691628690.914713
120,10,1691628691.0210807
120,10,1691628691.12896
120,10,1691628691.237721
120,10,1691628691.3400903
120,10,1691628691.450753
120,10,1691628691.5537176
120,10,1691628691.6563683
120,10,1691628691.7647352
120,10,1691628691.8723176
120,10,1691628691.992766
120,10,1691628692.095593
120,10,1691628692.1990435
120,10,1691628692.3042507
120,10,1691628692.4107568
120,10,1691628692.5165641
120,10,1691628692.6263707
120,10,1691628692.7329173
120,10,1691628692.835873
120,10,1691628692.9406507
120,10,1691628693.050023
120,10,1691628693.1512797
120,10,1691628693.259771
120,10,1691628693.3640144
120,10,1691628693.465963
120,10,1691628693.5732853
120,10,1691628693.6848202
120,10,1691628693.792936
120,10,1691628693.9017708
120,10,1691628694.0099895
120,10,1691628694.1153347
120,10,1691628694.2231507
120,10,1691628694.334712
120,10,1691628694.4432652
120,10,1691628694.5476873
120,10,1691628694.6542764
120,10,1691628694.7560992
120,10,1691628694.867952
120,10,1691628694.9692073
120,10,1691628695.07114
120,10,1691628695.172225
120,10,1691628695.281991
120,10,1691628695.3901813
120,10,1691628695.5095146
120,10,1691628695.6139321
120,10,1691628695.7200158
120,10,1691628695.8231044
120,10,1691628695.9286962
120,10,1691628696.0331614
120,10,1691628696.1351044
120,10,1691628696.241967
120,10,1691628696.346424
120,10,1691628696.4539187
120,10,1691628696.5635438
120,10,1691628696.6706574
120,10,1691628696.7739654
120,10,1691628696.8813252
120,10,1691628696.9828694
120,10,1691628697.0869021
120,10,1691628697.1886163
120,10,1691628697.2899892
120,10,1691628697.4035351
120,10,1691628697.5114374
120,10,1691628697.6176436
120,10,1691628697.7219894
120,10,1691628697.828994
120,10,1691628697.9364684
120,10,1691628698.0491922
120,10,1691628698.1557841
120,10,1691628698.2625175
120,10,1691628698.371204
120,10,1691628698.4792304
120,10,1691628698.583066
120,10,1691628698.6900759
120,10,1691628698.7980468
120,10,1691628698.8993104
120,10,1691628699.005984
120,10,1691628699.1074796
120,10,1691628699.2120972
120,10,1691628699.3183854
120,10,1691628699.4194791
120,10,1691628699.5274754
120,10,1691628699.632208
120,10,1691628699.735206
120,10,1691628699.8376338
120,10,1691628699.9410567
120,10,1691628700.0423977
120,10,1691628700.1448276
120,10,1691628700.2475872
120,10,1691628700.350337
120,10,1691628700.4549239
120,10,1691628700.5590074
120,10,1691628700.6620884
120,10,1691628700.7631865
120,10,1691628700.8656693
120,10,1691628700.9689665
120,10,1691628701.0706842
120,10,1691628701.1729155
120,10,1691628701.2744687
120,10,1691628701.3768091
120,10,1691628701.4795125
120,10,1691628701.5828419
120,10,1691628701.6862116
120,10,1691628701.7881303
120,10,1691628701.8899295
120,10,1691628701.9933786
120,10,1691628702.0952115
120,10,1691628702.1964421
120,10,1691628702.2983122
120,10,1691628702.4007518
120,10,1691628702.502665
120,10,1691628702.6061647
120,10,1691628702.7079048
120,10,1691628702.8100352
120,10,1691628702.9113164
120,10,1691628703.014623
120,10,1691628703.119436
120,10,1691628703.2206483
120,10,1691628703.3224566
120,10,1691628703.425561
120,10,1691628703.5267496
120,10,1691628703.631347
120,10,1691628703.7348769
120,10,1691628703.8375077
120,10,1691628703.9388723
120,10,1691628704.040118
120,10,1691628704.1413386
120,10,1691628704.2611308
120,10,1691628704.3650837
120,10,1691628704.4665985
120,10,1691628704.5728157
120,10,1691628704.6749637
120,10,1691628704.7876587
120,10,1691628704.8943546
120,10,1691628705.001863
120,10,1691628705.1060042
120,10,1691628705.2128758
120,10,1691628705.3143568
120,10,1691628705.420048
120,10,1691628705.5219526
120,10,1691628705.6232774
120,10,1691628705.7270627
120,10,1691628705.8289292
120,10,1691628705.932077
120,10,1691628706.034052
120,10,1691628706.1351192
120,10,1691628706.2369843
120,10,1691628706.3398938
120,10,1691628706.4412704
120,10,1691628706.5424612
120,10,1691628706.6440597
120,10,1691628706.7459643
120,10,1691628706.848573
120,10,1691628706.9504287
120,10,1691628707.0517623
120,10,1691628707.153546
120,10,1691628707.2554324
120,10,1691628707.3593469
120,10,1691628707.4614196
120,10,1691628707.5637825
120,10,1691628707.665849
120,10,1691628707.766923
120,10,1691628707.8683417
120,10,1691628707.971673
120,10,1691628708.0755439
120,10,1691628708.1777222
120,10,1691628708.280064
120,10,1691628708.3824465
120,10,1691628708.4837654
120,10,1691628708.5858603
120,10,1691628708.687108
120,10,1691628708.790406
120,10,1691628708.8914027
120,10,1691628708.9946456
120,10,1691628709.0960252
120,10,1691628709.1999152
120,10,1691628709.3038113
120,10,1691628709.4058955
120,10,1691628709.506983
120,10,1691628709.60912
120,10,1691628709.7106154
120,10,1691628709.8119364
120,10,1691628709.914408
120,10,1691628710.0173564
120,10,1691628710.1185424
120,10,1691628710.222308
120,10,1691628710.3243308
120,10,1691628710.4270916
120,10,1691628710.5293624
120,10,1691628710.630863
120,10,1691628710.7343936
120,10,1691628710.8354437
120,10,1691628710.9374468
120,10,1691628711.0391574
120,10,1691628711.1427357
120,10,1691628711.2447891
120,10,1691628711.3462183
120,10,1691628711.4472687
120,10,1691628711.549696
120,10,1691628711.6511028
120,10,1691628711.7524352
120,10,1691628711.8550584
120,10,1691628711.9570625
120,10,1691628712.0590484
120,10,1691628712.1606936
120,10,1691628712.2622116
120,10,1691628712.3636703
120,10,1691628712.465239
120,10,1691628712.5666873
120,10,1691628712.6712184
120,10,1691628712.773279
120,10,1691628712.8754182
120,10,1691628712.97826
120,10,1691628713.0790892
120,10,1691628713.181735
120,10,1691628713.2836254
120,10,1691628713.3867643
120,10,1691628713.4900565
120,10,1691628713.5923975
120,10,1691628713.6942008
120,10,1691628713.7967367
120,10,1691628713.8981037
120,10,1691628714.001386
120,10,1691628714.1077065
120,10,1691628714.2097034
120,10,1691628714.3179293
120,10,1691628714.4224756
120,10,1691628714.5320494
120,10,1691628714.6428523
120,10,1691628714.746459
120,10,1691628714.8574095
120,10,1691628714.9608285
120,10,1691628715.0638907
120,10,1691628715.1751828
120,10,1691628715.2839565
120,10,1691628715.3900957
120,10,1691628715.496013
120,10,1691628715.6012952
120,10,1691628715.7094243
120,10,1691628715.814291
120,10,1691628715.9156194
120,10,1691628716.0197425
120,10,1691628716.1244872
120,10,1691628716.2262964
120,10,1691628716.3275
120,10,1691628716.4302464
120,10,1691628716.5352764
120,10,1691628716.6369803
120,10,1691628716.7463844
120,10,1691628716.852197
120,10,1691628716.958039
120,10,1691628717.0699782
120,10,1691628717.180733
120,10,1691628717.2821438
120,10,1691628717.3895335
120,10,1691628717.4909773
120,10,1691628717.5957627
120,10,1691628717.6970482
120,10,1691628717.8020303
120,10,1691628717.903998
120,10,1691628718.0104954
120,10,1691628718.1150181
120,10,1691628718.2199066
120,10,1691628718.3223164
120,10,1691628718.4236598
120,10,1691628718.526792
120,10,1691628718.628438
120,10,1691628718.730203
120,10,1691628718.8313923
120,10,1691628718.9346287
120,10,1691628719.0371754
120,10,1691628719.1389027
120,10,1691628719.2417686
